,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
326,2,admin.,single,university.degree,no,yes,no,telephone,may,mon,231,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
327,3,admin.,married,high.school,no,no,no,telephone,may,mon,316,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
329,3,admin.,married,high.school,no,no,no,telephone,may,mon,669,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
330,2,services,single,high.school,no,yes,no,telephone,may,mon,425,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
331,3,blue-collar,married,basic.education,no,yes,no,telephone,may,mon,121,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
332,3,management,married,high.school,no,yes,no,telephone,may,mon,174,5,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
333,5,self-employed,single,university.degree,no,no,yes,telephone,may,mon,88,5,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
335,4,entrepreneur,married,high.school,no,yes,no,telephone,may,mon,135,4,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
337,3,blue-collar,single,high.school,no,yes,yes,telephone,may,mon,402,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
341,3,services,single,high.school,no,yes,no,telephone,may,mon,158,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
342,4,admin.,married,basic.education,no,no,no,telephone,may,mon,220,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
344,5,blue-collar,divorced,basic.education,no,yes,no,telephone,may,mon,254,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
345,5,technician,married,high.school,no,yes,no,telephone,may,mon,503,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
346,5,services,divorced,professional.course,no,no,no,telephone,may,mon,680,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
348,3,entrepreneur,married,university.degree,no,yes,no,telephone,may,mon,130,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
349,5,blue-collar,married,basic.education,no,no,no,telephone,may,mon,164,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
351,5,technician,married,professional.course,no,no,no,telephone,may,mon,113,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
352,3,management,married,university.degree,no,no,no,telephone,may,mon,195,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
353,3,services,married,high.school,no,yes,no,telephone,may,mon,347,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
354,5,admin.,married,university.degree,no,yes,no,telephone,may,mon,208,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
355,4,unemployed,single,university.degree,no,no,no,telephone,may,mon,404,4,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
356,3,blue-collar,single,high.school,no,no,no,telephone,may,mon,396,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
357,3,blue-collar,married,basic.education,no,no,no,telephone,may,mon,98,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
358,3,services,married,basic.education,no,no,no,telephone,may,mon,229,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
359,5,entrepreneur,married,basic.education,no,yes,no,telephone,may,mon,350,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
361,5,management,married,university.degree,no,yes,no,telephone,may,tue,379,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
362,4,technician,married,high.school,no,yes,no,telephone,may,tue,168,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
364,4,admin.,married,university.degree,no,yes,no,telephone,may,tue,158,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
365,3,technician,married,university.degree,no,no,no,telephone,may,tue,210,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
366,4,self-employed,married,high.school,no,yes,no,telephone,may,tue,102,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
367,5,admin.,divorced,basic.education,no,no,no,telephone,may,tue,306,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
369,5,management,divorced,high.school,no,no,no,telephone,may,tue,218,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
370,3,blue-collar,married,basic.education,no,no,no,telephone,may,tue,77,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
371,3,blue-collar,married,basic.education,no,no,yes,telephone,may,tue,54,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
372,4,admin.,single,high.school,no,yes,no,telephone,may,tue,344,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
373,2,blue-collar,single,basic.education,no,yes,no,telephone,may,tue,195,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
374,4,services,married,high.school,no,no,no,telephone,may,tue,202,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
376,4,technician,married,basic.education,no,yes,no,telephone,may,tue,278,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
377,3,admin.,single,university.degree,no,no,no,telephone,may,tue,189,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
378,3,admin.,married,basic.education,no,no,no,telephone,may,tue,83,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
379,4,admin.,married,university.degree,no,yes,yes,telephone,may,tue,18,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
381,3,admin.,married,basic.education,no,yes,no,telephone,may,tue,235,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
382,3,management,single,university.degree,no,no,no,telephone,may,tue,290,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
386,4,self-employed,married,university.degree,no,no,no,telephone,may,tue,402,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
389,4,services,married,high.school,no,yes,no,telephone,may,tue,1030,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
392,3,admin.,married,university.degree,no,no,no,telephone,may,tue,144,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
393,4,admin.,married,high.school,no,no,no,telephone,may,tue,69,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
394,4,admin.,married,basic.education,no,no,no,telephone,may,tue,243,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
395,3,technician,married,professional.course,no,no,no,telephone,may,tue,769,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
397,2,blue-collar,divorced,basic.education,no,no,no,telephone,may,tue,231,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
398,4,self-employed,married,university.degree,no,yes,yes,telephone,may,tue,442,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
400,5,services,single,high.school,no,no,no,telephone,may,tue,455,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
405,4,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,154,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
406,5,services,divorced,basic.education,no,no,no,telephone,may,tue,393,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
407,3,admin.,married,high.school,no,yes,no,telephone,may,tue,203,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
408,3,services,married,high.school,no,no,yes,telephone,may,tue,140,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
410,4,admin.,married,high.school,no,no,no,telephone,may,tue,483,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
411,5,technician,married,basic.education,no,no,yes,telephone,may,tue,259,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
412,3,blue-collar,married,basic.education,no,no,no,telephone,may,tue,227,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
418,2,services,married,high.school,no,yes,no,telephone,may,tue,245,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
419,3,technician,single,university.degree,no,yes,no,telephone,may,tue,186,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
421,4,entrepreneur,married,basic.education,no,no,no,telephone,may,tue,623,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
425,4,blue-collar,married,basic.education,no,no,no,telephone,may,tue,102,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
426,5,management,married,basic.education,no,no,no,telephone,may,tue,342,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
427,4,technician,married,professional.course,no,yes,no,telephone,may,tue,225,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
430,4,self-employed,divorced,university.degree,no,no,no,telephone,may,tue,87,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
432,3,self-employed,single,university.degree,no,yes,no,telephone,may,tue,262,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
433,2,services,single,professional.course,no,yes,yes,telephone,may,tue,271,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
435,3,technician,married,professional.course,no,yes,no,telephone,may,tue,198,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
436,4,housemaid,married,basic.education,no,yes,no,telephone,may,tue,150,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
437,3,blue-collar,married,professional.course,no,no,no,telephone,may,tue,241,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
438,4,admin.,divorced,university.degree,no,no,no,telephone,may,tue,196,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
441,2,housemaid,married,university.degree,no,no,no,telephone,may,tue,246,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
443,4,management,married,university.degree,no,yes,no,telephone,may,tue,140,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
444,3,admin.,married,basic.education,no,no,no,telephone,may,tue,175,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
446,4,technician,married,professional.course,no,no,no,telephone,may,tue,1623,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
449,3,blue-collar,married,basic.education,no,no,yes,telephone,may,tue,144,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
452,6,management,married,university.degree,no,no,no,telephone,may,tue,451,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
453,4,admin.,married,university.degree,no,yes,no,telephone,may,tue,159,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
454,4,technician,married,professional.course,no,yes,no,telephone,may,tue,170,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
455,4,admin.,married,high.school,no,no,no,telephone,may,tue,243,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
457,4,unemployed,single,basic.education,no,yes,no,telephone,may,tue,112,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
458,5,housemaid,married,basic.education,no,no,no,telephone,may,tue,262,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
459,4,blue-collar,married,basic.education,no,no,yes,telephone,may,tue,53,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
461,4,technician,divorced,high.school,no,no,no,telephone,may,tue,204,4,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
462,5,self-employed,married,university.degree,no,yes,no,telephone,may,tue,678,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
463,3,blue-collar,single,basic.education,no,yes,no,telephone,may,tue,182,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
464,3,services,married,high.school,no,no,no,telephone,may,tue,162,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
465,4,admin.,married,high.school,no,yes,yes,telephone,may,tue,177,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
468,5,admin.,married,basic.education,no,yes,no,telephone,may,tue,358,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
469,4,management,married,university.degree,no,no,no,telephone,may,tue,1677,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
471,4,management,married,professional.course,no,yes,no,telephone,may,tue,310,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
472,3,admin.,divorced,high.school,no,no,no,telephone,may,tue,47,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
474,5,blue-collar,divorced,basic.education,no,no,no,telephone,may,tue,30,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
478,5,retired,married,university.degree,no,no,no,telephone,may,tue,116,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
481,3,services,married,high.school,no,yes,no,telephone,may,tue,169,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
482,4,retired,married,basic.education,no,no,no,telephone,may,tue,145,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
487,3,technician,married,professional.course,no,yes,no,telephone,may,tue,278,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
490,3,technician,married,university.degree,no,yes,no,telephone,may,tue,226,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
492,4,services,married,basic.education,no,no,no,telephone,may,tue,157,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
496,3,technician,married,professional.course,no,yes,no,telephone,may,tue,349,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
498,5,admin.,married,professional.course,no,yes,no,telephone,may,tue,233,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
502,3,admin.,married,basic.education,no,no,no,telephone,may,tue,198,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
505,4,entrepreneur,married,university.degree,no,no,no,telephone,may,tue,82,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
506,4,technician,single,university.degree,no,no,no,telephone,may,tue,198,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
508,3,technician,married,university.degree,no,yes,no,telephone,may,tue,120,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
510,4,blue-collar,married,basic.education,no,no,no,telephone,may,tue,128,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
511,4,entrepreneur,married,high.school,no,no,no,telephone,may,tue,166,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
512,3,management,married,university.degree,no,yes,no,telephone,may,tue,211,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
513,5,services,married,basic.education,no,yes,yes,telephone,may,tue,369,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
514,5,entrepreneur,married,high.school,no,yes,no,telephone,may,tue,91,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
517,5,blue-collar,married,basic.education,no,no,no,telephone,may,tue,371,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
521,3,blue-collar,married,basic.education,no,no,no,telephone,may,tue,310,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
522,3,blue-collar,married,basic.education,no,yes,no,telephone,may,tue,158,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
523,3,blue-collar,married,basic.education,no,no,no,telephone,may,tue,198,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
524,3,admin.,married,high.school,no,no,no,telephone,may,tue,145,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
526,3,services,single,high.school,no,no,no,telephone,may,tue,102,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
527,3,admin.,divorced,high.school,no,yes,yes,telephone,may,tue,179,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
528,3,technician,divorced,university.degree,no,no,no,telephone,may,tue,73,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
529,4,admin.,married,high.school,no,no,no,telephone,may,tue,263,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
530,3,admin.,married,high.school,no,no,no,telephone,may,tue,342,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
532,4,blue-collar,married,basic.education,no,no,no,telephone,may,tue,13,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
533,3,blue-collar,married,basic.education,no,no,no,telephone,may,tue,79,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
534,4,technician,married,high.school,no,no,no,telephone,may,tue,358,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
536,3,admin.,single,high.school,no,yes,yes,telephone,may,tue,150,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
539,3,self-employed,married,university.degree,no,no,no,telephone,may,tue,792,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
543,3,entrepreneur,single,university.degree,no,yes,no,telephone,may,tue,242,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
544,3,self-employed,single,high.school,no,yes,no,telephone,may,tue,123,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
545,4,admin.,married,professional.course,no,yes,yes,telephone,may,tue,161,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
546,4,admin.,married,university.degree,no,no,no,telephone,may,tue,268,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
547,3,admin.,divorced,high.school,no,no,yes,telephone,may,tue,259,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
548,3,admin.,single,university.degree,no,yes,yes,telephone,may,tue,26,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
550,3,admin.,single,university.degree,no,no,no,telephone,may,tue,424,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
552,4,entrepreneur,married,basic.education,no,no,no,telephone,may,tue,179,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
553,5,retired,married,university.degree,no,yes,no,telephone,may,tue,383,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
555,4,technician,married,basic.education,no,no,yes,telephone,may,tue,195,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
556,4,blue-collar,married,high.school,no,no,yes,telephone,may,tue,1297,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
557,4,technician,married,basic.education,no,no,no,telephone,may,tue,217,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
560,4,blue-collar,married,basic.education,no,no,no,telephone,may,tue,189,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
562,4,blue-collar,married,basic.education,no,yes,yes,telephone,may,tue,260,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
565,3,admin.,married,basic.education,no,yes,no,telephone,may,tue,179,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
568,2,admin.,single,university.degree,no,no,no,telephone,may,tue,266,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
574,4,housemaid,married,high.school,no,no,no,telephone,may,tue,352,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
575,4,admin.,married,high.school,no,no,no,telephone,may,tue,695,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
576,4,admin.,divorced,high.school,no,no,no,telephone,may,tue,76,4,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
578,4,management,married,university.degree,no,no,no,telephone,may,tue,310,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
581,3,blue-collar,married,basic.education,no,no,no,telephone,may,tue,112,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
